,price,location,city,latitude,longitude,baths,purpose,bedrooms,date_added,Total_Area
74,3500000,Scheme 33,Karachi,24.959382,67.121839,0,For Sale,0,8/21/2018,9256.534
75,52500000,Bahria Town,Islamabad,33.49361147,73.12896609,6,For Sale,6,8/8/2018,65340.0
76,60000,I-8,Islamabad,33.673783,73.074703,0,For Rent,0,8/8/2018,3267.012
77,4850000,Affandi Colony,Rawalpindi,33.631594,73.08103,2,For Sale,2,8/8/2018,9801.036
78,25000000,Satiana Road,Faisalabad,31.390066,73.13119,5,For Sale,4,8/21/2018,4083.765
79,18500000,Airport Housing Society,Rawalpindi,33.58857,73.135339,4,For Sale,3,8/8/2018,5445.0
80,21500000,State Life Housing Society,Lahore,31.44558,74.401217,4,For Sale,3,8/7/2018,5445.0
81,25000,Nazimabad,Karachi,24.906134,67.023983,1,For Rent,2,8/22/2018,14429.302999999998
82,17000000,Gulistan-e-Jauhar,Karachi,24.926606,67.130384,5,For Sale,6,8/7/2018,13068.048
83,9200000,Scheme 33,Karachi,24.988683,67.174163,0,For Sale,0,8/21/2018,13068.048
84,23000000,Bahria Town,Lahore,31.375843,74.189715,7,For Sale,5,8/7/2018,2994.7609999999995
85,315000000,Garden Town,Lahore,31.499052,74.31836,0,For Sale,0,8/7/2018,10890.0
86,5300000,North Nazimabad,Karachi,24.922482,67.020294,2,For Sale,2,8/21/2018,11434.542
87,10500000,Gulshan-e-Iqbal Town,Karachi,24.86919031,67.08311687,2,For Sale,2,8/21/2018,9801.036
88,17500000,G-14,Islamabad,33.63944541,72.95341372,3,For Sale,3,8/8/2018,1361.255
89,10000,Agha Shahi Avenue,Islamabad,33.664925,73.062354,6,For Rent,7,8/8/2018,1905.757
90,13000000,Shah Di Khoi,Lahore,31.47544967,74.29468051,5,For Sale,5,8/7/2018,2722.51
91,17000000,Bahria Town,Lahore,31.381193,74.188771,0,For Sale,0,8/7/2018,2178.008
92,13000000,H-13,Islamabad,33.637489,72.972193,6,For Sale,5,8/8/2018,1633.506
93,27500000,Adiala Road,Rawalpindi,33.550869,73.056182,6,For Sale,5,8/8/2018,2722.51
94,190000,Karakoram Diplomatic Enclave,Islamabad,33.724426,73.120331,3,For Rent,2,8/8/2018,22869.084
95,7000000,Bhara kahu,Islamabad,33.737402,73.179159,5,For Sale,5,8/8/2018,1633.506
96,12000000,DHA Defence,Karachi,24.791955,67.065082,2,For Sale,2,8/21/2018,1089.004
97,14000000,Bahria Town,Lahore,31.382805,74.188514,0,For Sale,0,8/7/2018,2178.008
98,15000000,Bahria Town Rawalpindi,Rawalpindi,33.485576,73.08393,0,For Sale,0,8/8/2018,1905.757
99,11000000,Airport Housing Society,Rawalpindi,33.58994242,73.13751519,7,For Sale,7,8/8/2018,27769.602
100,3500000,Hanjarwal,Lahore,31.488407,74.24135,1,For Sale,3,8/7/2018,816.7529999999999
101,4400000,Ghaziabad,Lahore,31.557474,74.395108,1,For Sale,3,8/7/2018,1361.255
102,19000000,Gadap Town,Karachi,25.018496,67.11977,6,For Sale,6,8/21/2018,26136.096
103,3800000,Jaranwala Road,Faisalabad,31.412527,73.115015,1,For Sale,1,8/21/2018,272.251
104,20000000,Johar Town,Lahore,31.469082,74.26615,4,For Sale,4,8/7/2018,20418.825
105,7000000,Gulistan-e-Jauhar,Karachi,24.907822,67.129209,3,For Sale,3,8/21/2018,15790.558
106,27000000,Bahria Town Rawalpindi,Rawalpindi,33.505618,73.078866,7,For Sale,6,8/8/2018,5445.0
107,6000000,Gulshan-e-Iqbal Town,Karachi,24.898464,67.0625,2,For Sale,2,8/21/2018,11434.542
108,16500000,D-17,Islamabad,33.659746,72.860341,5,For Sale,5,8/8/2018,2178.008
109,6500000,Sodiwal,Lahore,31.534754,74.28519,2,For Sale,2,8/7/2018,7350.776999999999
110,5500000,Himat Pura,Faisalabad,31.404565,73.139663,2,For Sale,2,8/21/2018,1089.004
111,12000,Bin Qasim Town,Karachi,24.857244,67.2729,3,For Rent,3,8/22/2018,816.7529999999999
112,11200000,Zaitoon Colony,Lahore,31.58541,74.40901,3,For Sale,4,8/7/2018,1361.255
113,4000000,Hakim Town,Lahore,31.418273,74.293919,4,For Sale,3,8/7/2018,544.502
114,150000,Shahra-e-Faisal,Karachi,24.863952,67.075031,3,For Rent,3,8/22/2018,34575.877
115,12500000,Ghauri Town,Islamabad,33.613118,73.130908,6,For Sale,4,8/8/2018,1361.255
116,17000,H-13,Islamabad,33.637489,72.972193,2,For Rent,2,8/8/2018,1089.004
117,34800000,Bahria Town Rawalpindi,Rawalpindi,33.550408,73.115473,6,For Sale,9,8/8/2018,5445.0
118,19000000,Bahria Town,Lahore,31.368956,74.179245,5,For Sale,4,8/7/2018,2722.51
119,32000,Bahria Town Rawalpindi,Rawalpindi,33.49738938,73.10882628,2,For Rent,3,8/21/2018,3267.012
120,5800000,Scheme 33,Karachi,24.962737,67.128568,3,For Sale,3,8/21/2018,11979.043999999998
121,15000000,FECHS,Islamabad,33.572008,73.174596,5,For Sale,5,8/8/2018,2178.008
122,2500000,Ghulam Mohammad Abad,Faisalabad,31.44082,73.043532,1,For Sale,2,8/21/2018,1361.255
123,42500000,G-15,Islamabad,33.62691,72.92433,0,For Sale,10,8/8/2018,65340.0
124,32500000,Askari,Lahore,31.460187,74.432459,6,For Sale,4,8/7/2018,5445.0
125,28000,Gulshan-e-Iqbal Town,Karachi,24.898465,67.0625,3,For Rent,3,8/22/2018,13884.801
126,6500000,DHA Defence,Karachi,24.810265,67.043552,3,For Sale,2,8/21/2018,11434.542
127,8500000,Nazimabad,Karachi,24.916331,67.035398,3,For Sale,3,8/21/2018,15518.307
128,18000,Bhara kahu,Islamabad,33.737402,73.179159,2,For Rent,3,8/8/2018,1361.255
129,9800000,Bahria Town Karachi,Karachi,25.071948,67.338656,3,For Sale,3,8/21/2018,2178.008
130,115000000,Gulberg,Lahore,31.522361,74.347173,6,For Sale,5,8/7/2018,87120.0
131,250000,Clifton,Karachi,24.813927,67.01261,4,For Rent,4,8/22/2018,2722.51
132,27500000,Bahria Town,Islamabad,33.69264,73.21881,5,For Sale,4,8/8/2018,2722.51
133,21000000,Johar Town,Lahore,31.469558,74.28139,4,For Sale,3,8/7/2018,3267.012
134,12500000,Al Hamad Colony,Lahore,31.570214,74.281473,5,For Sale,4,8/7/2018,16879.561999999998
135,52500000,DHA Defence,Islamabad,33.542039,73.093414,10,For Sale,7,8/8/2018,5445.0
136,3500000,Dhoke Syedan,Rawalpindi,33.526416,72.644958,2,For Sale,3,8/8/2018,1089.004
137,27500000,DHA Defence,Karachi,24.791955,67.065082,3,For Sale,3,8/21/2018,2178.008
138,5500000,Shadbagh,Lahore,31.602644,74.340019,1,For Sale,2,8/7/2018,9528.785
139,16500000,DHA Defence,Islamabad,33.539071,73.156333,4,For Sale,3,8/8/2018,31581.116
140,45000,Naval Anchorage,Islamabad,33.573009,73.198629,3,For Rent,3,8/8/2018,5445.0
141,42500000,Bahria Town Rawalpindi,Rawalpindi,33.550408,73.115473,7,For Sale,6,8/8/2018,5445.0
142,40000,B-17,Islamabad,33.680211,72.816696,3,For Rent,3,8/8/2018,3811.514
143,30000000,Riwaz Garden,Lahore,31.559961,74.303176,10,For Sale,11,8/7/2018,2722.51
144,50000,Malir,Karachi,24.956491,67.219341,2,For Rent,2,8/22/2018,5445.0
145,4200000,Malir,Karachi,24.876195,67.179966,3,For Sale,2,8/21/2018,1089.004
146,75000,DHA Defence,Karachi,24.824093,67.061405,2,For Rent,2,8/22/2018,3267.012
147,6500000,Gulistan Colony No 1,Faisalabad,31.441734,73.10079,4,For Sale,6,8/21/2018,1361.255
148,30000,Gadap Town,Karachi,25.01556296,67.05767658,5,For Rent,6,8/22/2018,1361.255
149,70000,I-8,Islamabad,33.668497,73.07416,3,For Rent,3,8/8/2018,59895.0
150,55000,Malir,Karachi,24.956491,67.219341,2,For Rent,2,8/22/2018,5445.0
151,75000000,F-11,Islamabad,33.68331108,72.97776885,5,For Sale,5,8/8/2018,70785.0
152,7500000,Adiala Road,Rawalpindi,33.550869,73.056182,4,For Sale,4,8/8/2018,1361.255
153,11500000,Ghauri Town,Islamabad,33.619337,73.125315,5,For Sale,4,8/8/2018,15246.056
154,8000000,Ichhra,Lahore,31.539587,74.31503,2,For Sale,3,8/7/2018,1361.255
155,15000000,Baloch Colony,Karachi,24.858644,67.083115,3,For Sale,3,8/21/2018,2178.008
156,11500000,Amin Town,Faisalabad,31.442321,73.128126,0,For Sale,0,8/21/2018,1905.757
157,13500000,FECHS,Islamabad,33.572044,73.175082,6,For Sale,6,8/8/2018,19602.072
158,9500000,Muslim Town,Rawalpindi,33.62861,73.092255,4,For Sale,8,8/8/2018,1361.255
159,27500,Eden Valley,Faisalabad,31.436061,73.154585,2,For Rent,2,8/21/2018,1905.757
160,35000000,Gulberg,Lahore,31.485625,74.342165,3,For Sale,3,8/7/2018,70785.0
161,11000000,Gulistan-e-Jauhar,Karachi,24.920687,67.116428,2,For Sale,2,8/21/2018,11434.542
162,3600000,DHA Defence,Islamabad,33.492591,73.301339,0,For Sale,0,8/8/2018,1361.255
163,3000000,Gadap Town,Karachi,25.050146,67.0261,3,For Sale,4,8/21/2018,10345.538
164,12000,Madina Town,Faisalabad,31.41764,73.120401,1,For Rent,2,8/21/2018,2178.008
165,35000,I-9,Islamabad,33.653066,73.053846,2,For Rent,3,8/8/2018,1633.506
166,25000,Gulshan-e-Iqbal Town,Karachi,24.934623,67.099164,2,For Rent,2,8/22/2018,1089.004
167,23000,G-11,Islamabad,33.675604,73.000367,2,For Rent,2,8/8/2018,8984.283
168,40000000,Johar Town,Lahore,31.477208,74.278393,6,For Sale,8,8/7/2018,87120.0
169,53000,G-9,Islamabad,33.682675,73.030243,2,For Rent,3,8/8/2018,3811.514
170,8000000,Green Town,Lahore,31.434742,74.304729,5,For Sale,6,8/7/2018,1361.255
171,15000000,Chinar Bagh,Lahore,31.324753,74.24386,5,For Sale,3,8/7/2018,5445.02
172,14000000,B-17,Islamabad,33.68005997,72.82470055,4,For Sale,4,8/8/2018,2178.008
173,13000000,Afshan Colony,Rawalpindi,33.595245,73.02359,6,For Sale,6,8/8/2018,1905.757
174,15000000,DHA Defence,Karachi,24.805045,67.064323,3,For Sale,3,8/21/2018,13340.299
175,3600000,Federal B Area,Karachi,24.915165,67.05547,1,For Sale,2,8/21/2018,7623.027999999999
176,5100000,Shadbagh,Lahore,31.597198,74.34605,1,For Sale,1,8/7/2018,11434.542
177,47000000,Sea View Apartments,Karachi,24.791838,67.044668,3,For Sale,3,8/8/2018,29130.857
178,11000000,Jaranwala Road,Faisalabad,31.403427,73.138339,6,For Sale,8,8/21/2018,3811.514
179,18000,Soan Garden,Islamabad,33.554271,73.155599,3,For Rent,2,8/8/2018,18240.817
180,40000,Abid Town,Karachi,24.924261,67.082495,2,For Rent,3,8/22/2018,13068.048
181,19600000,Wapda Town,Lahore,31.436719,74.24911,7,For Sale,6,8/7/2018,2722.51
182,11200000,Fazal Town,Rawalpindi,33.602968,73.117956,0,For Sale,0,8/8/2018,1905.757
183,85000000,Satellite Town,Rawalpindi,33.63739,73.076675,4,For Sale,5,8/8/2018,3267.012
184,8500000,Bahria Nasheman,Lahore,31.320464,74.400222,4,For Sale,3,8/7/2018,1361.255
185,24000,Bahria Town Rawalpindi,Rawalpindi,33.550623,73.123112,0,For Rent,0,8/21/2018,1361.255
186,5300000,Saddar Town,Karachi,24.855116,67.01604,4,For Sale,3,8/21/2018,8712.032
187,8500000,Green Town,Faisalabad,31.46328,73.097187,6,For Sale,5,8/21/2018,1361.255
188,8500000,Bahria Town Karachi,Karachi,25.113565,67.353811,3,For Sale,3,8/21/2018,29675.359
189,11000000,Bahria Town,Lahore,31.374195,74.191482,5,For Sale,3,8/7/2018,1361.255
190,11400000,Pakki Thatti,Lahore,31.531721,74.29468,5,For Sale,6,8/7/2018,19329.821
191,3500000,Jamshed Town,Karachi,24.883672,67.049775,2,For Sale,2,8/21/2018,5989.521999999999
192,22500000,Azadi Chowk,Lahore,31.591979,74.305332,4,For Sale,5,8/7/2018,2450.259
193,25000,G-15,Islamabad,33.631486,72.926559,2,For Rent,3,8/8/2018,1905.757
194,25000000,Wapda Town,Lahore,31.42009354,74.25417328,6,For Sale,5,8/21/2018,2722.51
195,42500000,Main Canal Bank Road,Lahore,31.583005,74.482402,9,For Sale,6,8/7/2018,5445.0
196,120000000,Cantt,Lahore,31.52997,74.376383,6,For Sale,6,8/7/2018,103455.0
197,14900000,Taj Bagh Scheme,Lahore,31.563252,74.413877,3,For Sale,2,8/7/2018,28586.355
198,14500000,Allama Iqbal Town,Lahore,31.500848,74.272971,4,For Sale,3,8/7/2018,2178.008
199,8000000,Khurram Colony,Rawalpindi,33.625787,73.09369,3,For Sale,8,8/8/2018,816.7529999999999
200,36500000,DHA Defence,Karachi,24.832117,67.063637,3,For Sale,4,8/21/2018,13068.048
201,4500000,Sarai Kharbuza,Islamabad,33.680988,72.905316,3,For Sale,3,8/8/2018,2178.008
202,8500000,Zaheer Villas,Lahore,31.41693,74.287384,5,For Sale,5,8/7/2018,1089.004
203,43000000,DHA Defence,Islamabad,33.527944,73.161392,6,For Sale,6,8/8/2018,5445.0
204,22000,Malir,Karachi,24.901132,67.192018,4,For Rent,3,8/22/2018,1089.004
205,13500000,Rabbani Colony,Faisalabad,31.389472,73.106618,6,For Sale,5,8/21/2018,2178.008
206,30000,Bahria Town Karachi,Karachi,25.012673,67.316063,2,For Rent,2,8/22/2018,11706.793
207,4000000,Malir,Karachi,24.89321,67.195473,2,For Sale,2,8/21/2018,13068.048
208,17500000,North Karachi,Karachi,24.97466,67.054667,8,For Sale,8,8/21/2018,13068.048
209,3800000,Bhara kahu,Islamabad,33.737402,73.179159,2,For Sale,3,8/8/2018,1089.004
210,20000,G-8,Islamabad,33.690603,73.050749,1,For Rent,1,8/8/2018,1361.255
211,40000,D-18,Islamabad,33.64881477,72.84582496,4,For Rent,4,8/8/2018,5445.0
212,140000000,DHA Defence,Karachi,24.810265,67.043552,6,For Sale,6,8/8/2018,5445.0
213,26000000,Tariq Gardens,Lahore,31.416798,74.256835,7,For Sale,6,8/7/2018,2722.51
214,37500000,E-11,Islamabad,33.698137,72.978215,6,For Sale,6,8/8/2018,2722.51
215,260000000,Gulberg,Lahore,31.507252,74.338903,3,For Sale,3,8/7/2018,16335.0
216,45000,Pakistan Town,Islamabad,33.575405,73.143325,5,For Rent,4,8/8/2018,5445.0
217,5350000,Gulberg,Islamabad,33.6171478,73.168323,2,For Sale,2,8/8/2018,9256.534
218,33000,Gulistan-e-Jauhar,Karachi,24.920384,67.129162,4,For Rent,3,8/22/2018,16879.561999999998
219,14500000,Peshawar Road,Rawalpindi,33.602664,73.030196,4,For Sale,4,8/8/2018,1905.757
220,4500000,Tarnol,Islamabad,33.650066,72.90699,3,For Sale,4,8/8/2018,816.7529999999999
221,17500000,Soan Garden,Islamabad,33.554271,73.155599,3,For Sale,4,8/8/2018,5445.0
222,15500000,DHA Defence,Lahore,31.438038,74.43451,4,For Sale,3,8/7/2018,1361.255
223,4800000,Jamshed Road,Karachi,24.88084,67.0417,2,For Sale,2,8/21/2018,8439.780999999999
224,5700000,Tench Road,Rawalpindi,33.581932,73.036329,0,For Sale,0,8/8/2018,1361.255
225,15500000,National Police Foundation,Islamabad,33.700462,72.981226,6,For Sale,5,8/8/2018,2722.51
226,10500000,Madina Town,Islamabad,33.583344,73.151583,7,For Sale,5,8/8/2018,1361.255
227,45000000,Bani Gala,Islamabad,33.713488,73.16268,0,For Sale,0,8/8/2018,196020.0
228,38000,Defence View Society,Karachi,24.84122272,67.08085048,2,For Rent,2,8/22/2018,13068.048
229,35000000,Eden,Lahore,31.41292268,74.21298277,1,For Sale,2,8/7/2018,1361.255
230,16000000,Kehkishan Colony No 1,Faisalabad,31.402367,73.134513,3,For Sale,5,8/21/2018,5445.0
231,22000,Scheme 33,Karachi,24.938913,67.140593,2,For Rent,2,8/22/2018,8984.283
232,11000000,North Karachi,Karachi,24.969757,67.07269,4,For Sale,4,8/21/2018,8984.283
233,20000000,Bahria Town,Lahore,31.378774,74.190316,5,For Sale,5,8/7/2018,2994.7609999999995
234,9500000,North Karachi,Karachi,24.972287,67.066298,4,For Sale,4,8/21/2018,13068.048
235,7000000,Badami Bagh,Lahore,31.603832,74.32248,4,For Sale,10,8/7/2018,1633.506
236,53000000,Excise & Taxation Housing Scheme,Lahore,31.455721,74.236336,0,For Sale,0,8/7/2018,4900.518
237,26000000,Eden,Lahore,31.484967,74.373958,3,For Sale,3,8/7/2018,4628.267
238,49500000,Gulberg Town,Karachi,24.928164,67.06429,6,For Sale,0,8/21/2018,4356.016
239,35000000,Cantt,Karachi,24.850177,67.041094,3,For Sale,3,8/21/2018,26136.096
240,120000,F-10,Islamabad,33.691531,73.005431,3,For Rent,3,8/8/2018,2722.51
241,115000000,Model Town,Lahore,31.483282,74.33573,5,For Sale,5,8/7/2018,10890.0
242,4600000,Pir Sohawa,Islamabad,33.806977,73.128156,1,For Sale,1,8/8/2018,6261.772999999999
243,32000,DHA Defence,Karachi,24.805045,67.064323,2,For Rent,2,8/22/2018,11434.542
244,6000000,Ghauri Town,Islamabad,33.61855,73.135471,2,For Sale,2,8/8/2018,1361.255
245,200000,DHA Defence,Karachi,24.777115,67.089857,5,For Rent,4,8/22/2018,44649.164
246,32000,Gulshan-e-Iqbal Town,Karachi,24.928318,67.092855,3,For Rent,3,8/22/2018,14429.302999999998
247,4200000,Ali Alam Garden,Lahore,31.586245,74.46122,2,For Sale,2,8/7/2018,9528.785
248,33000,Khayaban-e-Ittehad Road,Karachi,24.813129,67.076319,2,For Rent,2,8/22/2018,5717.271
249,11500000,Westridge,Rawalpindi,33.617907,73.01435,5,For Sale,5,8/8/2018,1361.255
250,9200000,Gulshan-e-Iqbal Town,Karachi,24.934623,67.099164,3,For Sale,3,8/21/2018,16879.561999999998
251,24500000,Valencia Housing Society,Lahore,31.40537,74.257078,7,For Sale,5,8/7/2018,5445.0
252,9000000,Muslim Town,Rawalpindi,33.62861,73.092252,2,For Sale,3,8/8/2018,1905.757
253,13000000,Peoples Colony No 2,Faisalabad,31.39135724,73.08638851,4,For Sale,6,8/21/2018,2722.51
254,50000000,Cavalry Ground,Lahore,31.500556,74.367728,5,For Sale,5,8/7/2018,5445.0
255,10500000,Ghauri Town,Islamabad,33.613118,73.130908,7,For Sale,6,8/8/2018,1361.255
256,35000,Khudadad Colony,Karachi,24.873652,67.044956,0,For Rent,2,8/22/2018,13068.048
257,27000,North Karachi,Karachi,24.952935,67.066265,1,For Rent,2,8/22/2018,13068.048
258,100000,Shahra-e-Faisal,Karachi,24.8734316,67.09133595,3,For Rent,3,8/22/2018,2178.008
259,35000,Gadap Town,Karachi,25.017951,67.136393,3,For Rent,3,8/22/2018,26136.096
260,35000000,Township,Lahore,31.457976,74.32028,5,For Sale,4,8/7/2018,5445.0
261,22000,Gulraiz Housing Scheme,Rawalpindi,33.5628,73.107144,0,For Rent,0,8/21/2018,2722.51
262,9500000,Audit & Accounts Housing Society,Lahore,31.398374,74.270325,5,For Sale,4,8/7/2018,1905.757
263,24000,Gulistan-e-Jauhar,Karachi,24.926606,67.130384,2,For Rent,2,8/22/2018,11434.542
264,19800000,Township,Lahore,31.463957,74.30995,0,For Sale,0,8/7/2018,2722.51
265,26000000,Bahria Town Rawalpindi,Rawalpindi,33.482301,73.1038,6,For Sale,6,8/8/2018,2722.51
266,3800000,Aashiana Road,Lahore,31.428051,74.37968,0,For Sale,0,8/7/2018,816.7529999999999
267,22000,Gulshan-e-Iqbal Town,Karachi,24.898465,67.0625,2,For Rent,2,8/22/2018,10345.538
268,54000000,Gulistan-e-Jauhar,Karachi,24.939171,67.15611,8,For Sale,8,8/21/2018,65340.0
269,1950000,Korangi,Karachi,24.829507,67.139926,2,For Sale,1,8/8/2018,4356.016
270,397000,Diplomatic Enclave,Islamabad,33.728873,73.119628,2,For Rent,2,8/8/2018,20691.076
